,X,ID,Strain.x,ident,Age,Weight.x,mediantemps,Date.x,Clutch,shh_R2_spot,shh_M1_spot,shh_M2_spot,cap_transition,M1_spot_split_LR,shboob,Total_state,stateord,Symmetry,groupwt,nid.x,Age.dpc.,Date.y,Strain.y,Weight.y,Litter,Weekday,indata,age,poids,portee,agerel,poidscor,agecor,agepreditsanscor,poidscor2,agecor2,dev01,dev.inf,dev.sup,sd,dev05,dev15,nid.y
173,173,shh_13.5_05_67_DQ,DUHi,28,13.5,67,13.032,3/20/2014,DQ,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,Y,97,67DQ,13.5,7/30/2014,DUHi,67,DQ,4,TRUE,13.5,4.2046926194,DQ,-1.5,4.3139624707,12.8488557543,12.6448828634,4.2516786554,12.7325912065,12.6946649485,12.2762610704,13.0863898158,1,12.6630594613,12.8297512386,67DQ
174,174,shh_13.5_05_67_DQ,DUHi,28,13.5,67,13.032,03/05/14,DQ,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,Y,97,67DQ,13.5,7/30/2014,DUHi,67,DQ,4,TRUE,13.5,4.2046926194,DQ,-1.5,4.3139624707,12.8488557543,12.6448828634,4.2516786554,12.7325912065,12.6946649485,12.2762610704,13.0863898158,1,12.6630594613,12.8297512386,67DQ
5,5,shh_13.5_07_72_DC,DUHi,28,13.5,72,13.03,7/30/2014,DC,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,72DC,13.5,7/30/2014,DUHi,67,DQ,4,TRUE,13.5,4.2046926194,DQ,-1.5,4.3139624707,12.8488557543,12.6448828634,4.2516786554,12.7325912065,12.6946649485,12.2762610704,13.0863898158,1,12.6630594613,12.8297512386,67DQ
175,175,shh_13.0_03_86_FX,FVB,269,13,86,12.862,7/30/2014,FX,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,y,97,86FX,13,5/12/2015,FVB,86,FX,3,TRUE,13,4.4543472963,FX,-2,4.5296404918,12.7506721516,12.5878336839,4.4867233703,12.657854225,12.6150774903,12.1452840604,13.052605162,1,12.5883069396,12.7399317649,86FX
176,176,shh_13.0_04_87_FX,FVB,270,13,87,12.75,05/12/15,FX,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,87FX,13,5/12/2015,FVB,87,FX,3,TRUE,13,4.4659081187,FX,-2,4.5412013142,12.77567503,12.6128365622,4.4982841927,12.6828571034,12.6403050777,12.1722435293,13.0765377941,1,12.6133019046,12.7648569408,87FX
177,177,shh_13.5_11_88_FK,FVB,286,13.5,88,12.783,05/12/15,FK,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,88FK,13.5,12/10/2014,FVB,88,FK,4,TRUE,13.5,4.4773368145,FK,-1.5,4.7872133208,13.3077313194,12.6375536871,4.6105837122,12.925730069,12.7657744689,12.2710756561,13.2025474776,1,12.6681316708,13.2294951543,88FK
178,178,shh_13.5_07_88_FK,FVB,286,13.5,88,13.267,12/10/14,FK,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,Y,97,88FK,13.5,12/10/2014,FVB,88,FK,4,TRUE,13.5,4.4773368145,FK,-1.5,4.7872133208,13.3077313194,12.6375536871,4.6105837122,12.925730069,12.7657744689,12.2710756561,13.2025474776,1,12.6681316708,13.2294951543,88FK
9,9,shh_13.5_14_89_DC,DUHi,30,13.5,89,13.375,7/30/2014,DC,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,89DC,13.5,7/30/2014,DUHi,91,DQ,4,FALSE,13.5,4.5108595065,DQ,-1.5,4.6201293578,13.4203742867,13.2164013959,4.5578455426,13.3041097389,13.2632892176,12.8781598206,13.6299288539,1,13.2339896294,13.3994387994,91DQ
179,179,shh_13.0_01_90_FX,FVB,271,13,90,12.852,05/12/15,FX,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,y,97,90FX,13,5/12/2015,FVB,90,FX,3,TRUE,13,4.4998096703,FX,-2,4.5751028658,12.8489947595,12.6861562917,4.5321857444,12.7561768329,12.7135177662,12.251368034,13.1460378184,1,12.6868408281,12.8381666052,90FX
180,180,shh_14.0_12_91_DU,DUHi,80,14,91,13.452,10/14/2014,DU,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,Y,97,91DU,14,10/14/2014,DUHi,91,DU,3,TRUE,14,4.5108595065,DU,-1,4.6411071949,13.4595333962,13.2164013959,4.5668660125,13.320948156,13.2789394592,12.8843553084,13.6436998574,1,13.2311819509,13.4313667458,91DU
181,181,shh_13.0_05_91_FX,FVB,272,13,91,12.87,05/12/15,FX,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,91FX,13,5/12/2015,FVB,91,FX,3,TRUE,13,4.5108595065,FX,-2,4.586152702,12.8728925152,12.7100540475,4.5432355806,12.7800745886,12.7374775377,12.27665309,13.1683590026,1,12.7106665695,12.8619537378,91FX
182,182,shh_14.0_18_94_DU,DUHi,81,14,94,13.517,10/14/2014,DU,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,94DU,14,10/14/2014,DUHi,94,DU,3,TRUE,14,4.5432947823,DU,-1,4.6735424706,13.5200799869,13.2769479865,4.5993012883,13.3814947467,13.3386456769,12.9476283041,13.7017960039,1,13.2915302691,13.4915765351,94DU
10,10,shh_13.5_16_95_DC,DUHi,31,13.5,95,13.464,7/30/2014,DC,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,95DC,13.5,7/30/2014,DUHi,101,DQ,4,TRUE,13.5,4.6151205168,DQ,-1.5,4.7243903681,13.6149972264,13.4110243355,4.6621065529,13.4987326786,13.4568794524,13.080220988,13.8164776269,1,13.428421465,13.5931075088,101DQ
183,183,shh_13.5_09_99_DZ,DUHi,37,13.5,99,13.328,11/19/2014,DZ,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,Y,97,99DZ,13.5,11/19/2014,DUHi,99,DZ,4,TRUE,13.5,4.5951198501,DZ,-1.5,4.5597408941,13.3076477717,13.3736892998,4.579906899,13.3452914427,13.3650278613,12.9850041479,13.7286868809,1,13.3740714619,13.3201717997,99DZ
40,40,shh_13.5_06_101_DQ,DUHi,31,13.5,101,13.581,7/30/2014,DQ,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,Y,97,101DQ,13.5,7/30/2014,DUHi,101,DQ,4,TRUE,13.5,4.6151205168,DQ,-1.5,4.7243903681,13.6149972264,13.4110243355,4.6621065529,13.4987326786,13.4568794524,13.080220988,13.8164776269,1,13.428421465,13.5931075088,101DQ
41,41,shh_13.0_06_102_FX,FVB,274,13,102,13.091,05/12/15,FX,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,102FX,13,5/12/2015,FVB,102,FX,3,TRUE,13,4.6249728133,FX,-2,4.7002660088,13.1196882037,12.956849736,4.6573488873,13.0268702771,12.9846870219,12.5392333161,13.406154676,1,12.9574692955,13.1085593474,102FX
1,1,shh_13.5_01_101-104_DB,DUHi,13,13.5,102.5,13.129,1/20/2014,DB,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,102.5DB,13.5,1/20/2014,DUHi,102,DB,2,FALSE,13.5,4.6249728133,DB,-1.5,4.4362441721,13.07711773,13.4294155145,4.5438194976,13.2779274671,13.3538776822,12.9723815819,13.7369182476,1,13.4115477809,13.1245620666,102DB
42,42,shh_14.0_21_105_DF,DUHi,63,14,105,13.651,7/17/2014,DF,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,Y,123,105DF,14,7/17/2014,DUHi,105,DF,5,TRUE,14,4.6539603502,DF,-1,4.7366882747,13.6379536003,13.483526247,4.6895333577,13.5499300089,13.5218019354,13.1391607469,13.8827930173,1,13.4970307599,13.619940629,105DF
43,43,shh_13.5_10_105_FK,FVB,291,13.5,105,13.62,12/10/14,FK,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,Y,123,105FK,13.5,12/10/2014,FVB,105,FK,4,TRUE,13.5,4.6539603502,FK,-1.5,4.9638368565,13.6897194358,13.0195418034,4.7872072479,13.3077181853,13.1485230685,12.6777632639,13.5705288235,1,13.0497577577,13.6096359906,105FK
44,44,shh_13.5_13_107_DZ,DUHi,38,13.5,107,13.455,11/19/2014,DZ,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,y,123,107DZ,13.5,11/19/2014,DUHi,107,DZ,4,TRUE,13.5,4.6728288345,DZ,-1.5,4.6374498784,13.4527063217,13.5187478497,4.6576158833,13.4903499926,13.5092872105,13.1365259169,13.8678087359,1,13.5184753224,13.4651226225,107DZ
45,45,shh_13.0_07_108_FX,FVB,276,13,108,13.197,05/12/15,FX,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,108FX,13,5/12/2015,FVB,108,FX,3,TRUE,13,4.6821312271,FX,-2,4.7574244226,13.2433061279,13.0804676601,4.7145073012,13.1504882013,13.1088896441,12.6699210585,13.5273992856,1,13.0814671712,13.2321870092,108FX
46,46,shh_13.5_06_109_FI,FVB,642,13.5,109,13.423,10/17/2014,FI,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,109FI,13.5,10/17/2014,FVB,109,FI,6,TRUE,13.5,4.6913478822,FI,-1.5,4.8589179713,13.4628087515,13.1004007495,4.7634030205,13.2562361903,13.1760832646,12.7212319258,13.5925675802,1,13.1157982048,13.4272197027,109FI
47,47,shh_13.5_10_110_DZ,DUHi,40,13.5,110,13.506,11/19/2014,DZ,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,110DZ,13.5,11/19/2014,DUHi,110,DZ,4,TRUE,13.5,4.7004803658,DZ,-1.5,4.6651014097,13.5043231466,13.5703646746,4.6852674147,13.5419668175,13.5605953937,13.1901427314,13.9176716785,1,13.5697579163,13.5164077767,110DZ
6,6,shh_13.5_08_111_DC,DUHi,15,13.5,111,13.769,7/30/2014,DC,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,Y,97,111DC,13.5,1/20/2014,DUHi,111,DB,2,FALSE,13.5,4.7095302013,DB,-1.5,4.5208015602,13.2349601236,13.5872579081,4.6283768856,13.4357698608,13.5108285873,13.1381185085,13.8851292328,1,13.568956805,13.2818147659,111DB
48,48,shh_13.5_14_112_FV,FVB,313,13.5,112,13.229,4/30/2015,FV,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,y,123,112FV,13.5,4/30/2015,FVB,112,FV,5,TRUE,13.5,4.7184988713,FV,-1.5,4.7445560948,13.2154754751,13.1591208693,4.7297034774,13.1833533498,13.1703075013,12.7212645206,13.5760786505,1,13.1553006677,13.2069599471,112FV
49,49,shh_14.0_13_113_DU,DUHi,83,14,113,13.841,10/14/2014,DU,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,113DU,14,10/14/2014,DUHi,113,DU,3,TRUE,14,4.7273878187,DU,-1,4.8576355071,13.8637245364,13.6205925361,4.7833943247,13.7251392962,13.68010789,13.307975646,14.0318489157,1,13.6346049937,13.8341698829,113DU
4,4,shh_13.5_04_111-117_DB,DUHi,15,13.5,114,13.3,1/20/2014,DB,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,114DB,13.5,1/20/2014,DUHi,111,DB,2,FALSE,13.5,4.7095302013,DB,-1.5,4.5208015602,13.2349601236,13.5872579081,4.6283768856,13.4357698608,13.5108285873,13.1381185085,13.8851292328,1,13.568956805,13.2818147659,111DB
50,50,shh_14.0_06_117_DR,DUHi,72,14,117,13.635,7/30/2014,DR,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,117DR,14,7/30/2014,DUHi,117,DR,4,TRUE,14,4.7621739348,DR,-1,4.7186671251,13.6043137085,13.6855274159,4.7434660066,13.6506055217,13.6702727914,13.2907741747,14.0374127075,1,13.6837351862,13.618533529,117DR
51,51,shh_13.5_01_124_FA,FVB,278,13.5,124,13.38,7/17/2014,FA,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,124FA,13.5,7/17/2014,FVB,124,FA,5,TRUE,13.5,4.8202815656,FA,-1.5,4.8155762876,13.3690726135,13.3792488354,4.8182582961,13.37487306,13.3810164184,12.9434439593,13.781784253,1,13.3727211961,13.3739557371,124FA
52,52,shh_14.0_14_125_DU,DUHi,85,14,125,14.004,10/14/2014,DU,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,Y,123,125DU,14,10/14/2014,DUHi,125,DU,3,TRUE,14,4.8283137373,DU,-1,4.9585614257,14.0521218952,13.8089898949,4.8843202433,13.913536655,13.8675691295,13.5036772363,14.2138967551,1,13.8225215995,14.0221254819,125DU
53,53,shh_13.5_04_125_FA,FVB,279,13.5,125,13.394,7/17/2014,FA,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,Y,123,125FA,13.5,7/17/2014,FVB,125,FA,5,TRUE,13.5,4.8283137373,FA,-1.5,4.8236084593,13.3864439911,13.396620213,4.8262904678,13.3922444376,13.3984195825,12.9621398455,13.7993139571,1,13.3900600056,13.3910984384,125FA
8,8,shh_13.5_13_126_FK,FVB,315,13.5,126,13.46,4/30/2015,FK,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,126FK,13.5,4/30/2015,FVB,126,FV,5,TRUE,13.5,4.836281907,FV,-1.5,4.8623391305,13.4702077776,13.4138531718,4.8474865131,13.4380856523,13.4262097286,12.9890739269,13.8262331647,1,13.4102007759,13.4609888895,126FV
54,54,shh_14.0_26_126_DAA,DUHi,49,14,126,13.955,05/12/14,DAA,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,y,123,126DAA,14,5/12/2014,DUHi,126,DAA,2,TRUE,14,4.836281907,DAA,-1,4.9147958557,13.9704251625,13.823863994,4.8700429049,13.8868852965,13.8575161714,13.4831446673,14.2052908574,1,13.835412729,13.9473997919,126DAA
3,3,shh_13.5_03_123-130_DB,DUHi,18,13.5,126.5,13.49,1/20/2014,DB,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,126.5DB,13.5,1/20/2014,DUHi,123,DB,2,FALSE,13.5,4.8121843554,DB,-1.5,4.6234557142,13.4265835615,13.778881346,4.7310310397,13.6273932986,13.701694341,13.3363984915,14.070145765,1,13.7603666132,13.4728714454,123DB
55,55,shh_13.5_02_127_FA,FVB,280,13.5,127,13.432,7/17/2014,FA,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,Y,123,127FA,13.5,7/17/2014,FVB,127,FA,5,TRUE,13.5,4.8441870865,FA,-1.5,4.8394818085,13.4207736784,13.4309499003,4.8421638169,13.4265741249,13.4327331502,12.9983277159,13.8332903859,1,13.4245352271,13.4252591248,127FA
56,56,shh_13.5_20_127_FV,FVB,316,13.5,127,13.473,4/30/2015,FV,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,127FV,13.5,4/30/2015,FVB,127,FV,5,TRUE,13.5,4.8441870865,FV,-1.5,4.87024431,13.4873045061,13.4309499003,4.8553916926,13.4551823808,13.4434665586,13.0071461728,13.8425871769,1,13.4273497274,13.4780596416,127FV
57,57,shh_14.0_02_128_DD,DUHi,58,14,128,14.255,1/20/2014,DD,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,128DD,14,1/20/2014,DUHi,128,DD,2,TRUE,14,4.8520302639,DD,-1,5.0933188001,14.3036720795,13.8532612875,4.9557843345,14.0469379281,13.9558622074,13.5896782954,14.2986571305,1,13.8812891702,14.2449842109,128DD
58,58,shh_14.0_02_128_DD,DUHi,59,14,128,14.255,1/20/2014,DD,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,128DD,14,1/20/2014,DUHi,128,DD,2,TRUE,14,4.8520302639,DD,-1,5.0933188001,14.3036720795,13.8532612875,4.9557843345,14.0469379281,13.9558622074,13.5896782954,14.2986571305,1,13.8812891702,14.2449842109,128DD
59,59,shh_14.0_07_130_FJ,FVB,370,14,130,14.247,1/20/2014,FJ,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,130FJ,14,12/8/2014,FVB,130,FJ,2,TRUE,14,4.8675344505,FJ,-1,5.005205582,13.779188608,13.4814438254,4.926733037,13.6094740819,13.5428571466,13.0980901393,13.9523929175,1,13.4896868208,13.7449343759,130FJ
60,60,shh_13.5_15_132_FV,FVB,317,13.5,132,13.773,12/08/14,FV,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,-,97,132FV,13.5,4/30/2015,FVB,132,FV,5,TRUE,13.5,4.8828019226,FV,-1.5,4.9088591461,13.5708177732,13.5144631674,4.8940065287,13.5386956479,13.5269172172,13.0940515863,13.9249712339,1,13.511441008,13.5611463012,132FV
61,61,shh_13.5_11_135_DZ,DUHi,45,13.5,135,13.557,4/30/2015,DZ,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,135DZ,13.5,11/19/2014,DUHi,135,DZ,4,TRUE,13.5,4.9052747784,DZ,-1.5,4.8698958224,13.886610739,13.952652267,4.8900618273,13.92425441,13.9414914201,13.5859909155,14.2877749087,1,13.9510347746,13.8975812611,135DZ
62,62,shh_13.5_21_136_FU,FVB,311,13.5,136,13.858,11/19/2014,FU,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,-,162,136FU,13.5,4/29/2015,FVB,136,FU,4,TRUE,13.5,4.9126548857,FU,-1.5,4.914379576,13.5827569443,13.5790269137,4.9133965026,13.5806308269,13.5756871032,13.1425447884,13.9774601465,1,13.5739089882,13.5789316291,136FU
63,63,shh_13.5_17_137_FV,FVB,319,13.5,137,13.564,4/29/2015,FV,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,-,162,137FV,13.5,4/30/2015,FVB,137,FV,5,TRUE,13.5,4.9199809258,FV,-1.5,4.9460381494,13.6512257288,13.594871123,4.9311855319,13.6191036035,13.607293937,13.1763157738,14.0051217094,1,13.5920114424,13.6413429009,137FV
64,64,shh_14.0_19_139_DF,DUHi,66,14,139,13.633,4/30/2015,DF,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,139DF,14,7/17/2014,DUHi,139,DF,5,TRUE,14,4.9344739331,DF,-1,5.0172018577,14.1615853776,14.0071580243,4.9700469407,14.0735617862,14.0434392596,13.681224133,14.3939706776,1,14.0193874074,14.1425249336,139DF
65,65,shh_14.0_19_139_DF,DUHi,67,14,139,13.633,4/30/2015,DF,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,139DF,14,7/17/2014,DUHi,139,DF,5,TRUE,14,4.9344739331,DF,-1,5.0172018577,14.1615853776,14.0071580243,4.9700469407,14.0735617862,14.0434392596,13.681224133,14.3939706776,1,14.0193874074,14.1425249336,139DF
66,66,shh_14.0_09_140_DF,DUHi,68,14,140,14.136,7/17/2014,DF,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,140DF,14,7/17/2014,DUHi,140,DF,5,TRUE,14,4.9416424226,DF,-1,5.0243703472,14.1749667221,14.0205393688,4.9772154302,14.0869431307,14.0568626883,13.6944590955,14.4072631861,1,14.0327407437,14.1559448737,140DF
67,67,shh_14.0_22_141_DAA,DUHi,50,14,141,14.138,7/17/2014,DAA,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,Y,123,141DAA,14,5/12/2014,DUHi,141,DAA,2,TRUE,14,4.9487598904,DAA,-1,5.0272738391,14.1803866402,14.0338254716,4.9825208883,14.0968467741,14.066137158,13.7008981045,14.409110654,1,14.0446548025,14.1560974751,141DAA
68,68,shh_14.0_03_141_DD,DUHi,60,14,141,14.156,7/17/2014,DD,2,0,0,0,0,1,2_0_0_1,145_2_0_0_1,Y,145,141DD,14,1/20/2014,DUHi,141,DD,2,TRUE,14,4.9487598904,DD,-1,5.1900484266,14.4842362636,14.0338254716,5.052513961,14.2275021121,14.1355018033,13.7739116425,14.4768317782,1,14.0617011651,14.4246365506,141DD
69,69,shh_14.0_08_141_FJ,FVB,372,14,141,14.155,05/12/14,FJ,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,Y,162,141FJ,14,12/8/2014,FVB,141,FJ,2,TRUE,14,4.9487598904,FJ,-1,5.086431022,13.9548568884,13.6571121058,5.007958477,13.7851423623,13.7184025311,13.2804246757,14.1250826652,1,13.665045981,13.9203451527,141FJ
70,70,shh_14.0_23_142_DAA,DUHi,51,14,142,14.431,1/20/2014,DAA,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,-,123,142DAA,14,5/12/2014,DUHi,142,DAA,2,TRUE,14,4.9558270576,DAA,-1,5.0343410063,14.1935788474,14.0470176789,4.9895880556,14.1100389814,14.079381593,13.7142015873,14.4215006845,1,14.0577268781,14.169298349,142DAA
71,71,shh_14.0_20_142_DU,DUHi,87,14,142,13.932,12/08/14,DU,0,0,0,0,0,0,0_0_0_0,097_0_0_0_0,Y,97,142DU,14,10/14/2014,DUHi,142,DU,3,TRUE,14,4.9558270576,DU,-1,5.086074746,14.2901496792,14.0470176789,5.0118335636,14.151564439,14.1042853684,13.7504829673,14.446881037,1,14.0604087683,14.2597492703,142DU
72,72,shh_14.0_10_143_DF,DUHi,69,14,143,14.169,05/12/14,DF,2,0,0,0,0,1,2_0_0_1,145_2_0_0_1,Y,145,143DF,14,7/17/2014,DUHi,143,DF,5,TRUE,14,4.9628446303,DF,-1,5.0455725548,14.2145446618,14.0601173085,4.9984176378,14.1265210704,14.0964612236,13.7354565357,14.4460755263,1,14.0723464593,14.1952462148,143DF
73,73,shh_14.0_10_143_DF,DUHi,70,14,143,14.169,05/12/14,DF,2,0,0,0,0,1,2_0_0_1,145_2_0_0_1,Y,145,143DF,14,7/17/2014,DUHi,143,DF,5,TRUE,14,4.9628446303,DF,-1,5.0455725548,14.2145446618,14.0601173085,4.9984176378,14.1265210704,14.0964612236,13.7354565357,14.4460755263,1,14.0723464593,14.1952462148,143DF
74,74,shh_14.0_07_143_DR,DUHi,74,14,143,14.237,10/14/2014,DR,2,0,0,0,0,1,2_0_0_1,145_2_0_0_1,Y,145,143DR,14,7/30/2014,DUHi,143,DR,4,TRUE,14,4.9628446303,DR,-1,4.9193378206,13.9789036011,14.0601173085,4.9441367021,14.0251954143,14.0428214639,13.6783510122,14.4038526048,1,14.0568433775,13.9911872406,143DR
75,75,shh_13.5_03_143_FA,FVB,283,13.5,143,14.202,7/17/2014,FA,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,-,162,143FA,13.5,7/17/2014,FVB,143,FA,5,TRUE,13.5,4.9628446303,FA,-1.5,4.9581393523,13.6773973015,13.6875735233,4.9608213607,13.6831977479,13.6891312904,13.2693057656,14.0897930213,1,13.6810631966,13.6819572719,143FA
76,76,shh_14.0_16_144_DR,DUHi,75,14,144,14.188,7/17/2014,DR,2,0,0,0,0,1,2_0_0_1,145_2_0_0_1,-,145,144DR,14,7/30/2014,DUHi,144,DR,4,TRUE,14,4.9698132996,DR,-1,4.9263064899,13.9919119433,14.0731256508,4.9511053714,14.0382037566,14.0557668612,13.6914660082,14.4165820349,1,14.0697635032,14.0041040562,144DR
77,77,shh_14.0_09_148_FJ,FVB,373,14,148,13.98,7/30/2014,FJ,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,Y,162,148FJ,14,12/8/2014,FVB,148,FJ,2,TRUE,14,4.9972122738,FJ,-1,5.1348834053,14.0596460638,13.7619012812,5.0564108603,13.8899315377,13.8237322918,13.3895491401,14.2282076768,1,13.7696131213,14.0247459147,148FJ
78,78,shh_15.0_10_151_FAA,FVB,484,15,151,13.655,7/17/2014,FAA,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,-,162,151FAA,15,5/27/2015,FVB,151,FAA,4,TRUE,15,5.0172798368,FAA,0,5.1306526642,14.0504961346,13.8053018993,5.0660301526,13.9107354205,13.8543112458,13.4149617706,14.2653006658,1,13.8121717954,14.0211651614,151FAA
7,7,shh_13.5_12_156_DZ,DUHi,16,13.5,156,13.863,1/20/2014,DZ,2,0,0,0,0,0,2_0_0_0,123_2_0_0_0,Y,123,156DZ,13.5,1/20/2014,DUHi,115,DB,2,FALSE,13.5,5.0562458053,DF,-1,5.1389737299,14.3888956604,14.2344683071,5.0918188129,14.300872069,14.2697223158,13.9114663704,14.6174158499,1,14.2462719211,14.3692749855,115DB
79,79,shh_14.0_11_157_DF,DUHi,71,14,157,13.988,7/30/2014,DF,2,0,0,0,0,1,2_0_0_1,145_2_0_0_1,Y,145,157DF,14,7/17/2014,DUHi,157,DF,5,TRUE,14,5.0562458053,DF,-1,5.1389737299,14.3888956604,14.2344683071,5.0918188129,14.300872069,14.2697223158,13.9114663704,14.6174158499,1,14.2462719211,14.3692749855,157DF
80,80,shh_14.0_10_159_FJ,FVB,375,14,159,14.031,12/08/14,FJ,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,-,162,159FJ,14,12/8/2014,FVB,159,FJ,2,TRUE,14,5.0689042022,FJ,-1,5.2065753338,14.2146959817,13.9169511991,5.1281027888,14.0449814556,13.9793858025,13.550989312,14.3806031539,1,13.924623979,14.1799695422,159FJ
2,2,shh_13.5_02_154-165_DB,DUHi,26,13.5,159.5,13.88,1/20/2014,DB,2,0,0,0,0,1,2_0_0_1,145_2_0_0_1,Y,145,159.5DB,13.5,1/20/2014,DUHi,156,DB,2,FALSE,13.5,5.0498560072,DB,-1.5,4.8611273661,13.8702427532,14.2225405377,4.9687026916,14.0710524904,14.1434318556,13.7894860877,14.4999756809,1,14.2031987163,13.9156946277,156DB
81,81,shh_14.0_17_161_DR,DUHi,77,14,161,14.131,5/27/2015,DR,1,0,0,0,0,1,1_0_0_1,179_1_0_0_1,Y,179,161DR,14,7/30/2014,DUHi,161,DR,4,TRUE,14,5.081404365,DR,-1,5.0378975553,14.2002178203,14.2814315278,5.0626964368,14.2465096336,14.2624510702,13.9046039429,14.6203345663,1,14.2778338496,14.2122489002,161DR
82,82,shh_14.5_10_161_FR,FVB,448,14.5,161,14.347,7/17/2014,FR,1,0,0,0,0,1,1_0_0_1,179_1_0_0_1,Y,179,161FR,14.5,3/4/2015,FVB,161,FR,4,TRUE,14.5,5.081404365,FR,-0.5,5.2178778685,14.2391402549,13.9439856122,5.1400879715,14.0709021086,13.999746244,13.5750582594,14.4056637214,1,13.9546267606,14.2071658364,161FR
83,83,shh_14.5_14_163_DH,DUHi,122,14.5,163,14.178,12/08/14,DH,1,0,0,0,0,1,1_0_0_1,179_1_0_0_1,-,179,163DH,14.5,1/22/2014,DUHi,163,DH,4,TRUE,14.5,5.0937502008,DH,-0.5,4.898495752,13.9399979292,14.3044773707,5.0097907878,14.1477512108,14.2217559666,13.8659885562,14.5801416844,1,14.2854640141,13.9869079693,163DH
84,84,shh_14.5_11_163_FR,FVB,450,14.5,163,14.19,7/30/2014,FR,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,-,162,163FR,14.5,3/4/2015,FVB,163,FR,4,TRUE,14.5,5.0937502008,FR,-0.5,5.2302237044,14.2658409012,13.9706862586,5.1524338073,14.097602755,14.0264470782,13.6034040315,14.4315577951,1,13.9813875308,14.2337242075,163FR
85,85,shh_14.0_01_163-167_FB,FVB,367,14,165,14.251,03/04/15,FB,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,Y,162,165FB,14,5/6/2014,FVB,165,FB,3,TRUE,14,5.1059454739,FB,-1,5.0867210741,13.9554841914,13.9970612793,5.097678982,13.9791831315,13.9988178047,13.5823618178,14.4033685456,1,13.9922980742,13.956731997,165FB
86,86,shh_14.0_03_163-167_FB,FVB,367,14,165,13.989,1/22/2014,FB,0,0,0,0,0,1,0_0_0_1,162_0_0_0_1,Y,162,165FB,14,5/6/2014,FVB,165,FB,3,TRUE,14,5.1059454739,FB,-1,5.0867210741,13.9554841914,13.9970612793,5.097678982,13.9791831315,13.9988178047,13.5823618178,14.4033685456,1,13.9922980742,13.956731997,165FB
